61967,286258,44
149912,256345,44
209278,309575,44
272078,341235,44
277840,293654,44
285733,292521,44
296814,313590,44
299614,299750,44
299614,394512,44
306771,3394866,44
319805,1439566,44
323365,483551,44
329236,342260,44
341235,490759,44
342199,386266,44
380716,394512,44
421430,2703449,44
477634,1014226,44
516583,653349,44
2835715,5517174,44
3279908,5296047,44
4130162,4886439,44
5046313,5093843,44
5093843,6374498,44
9850,55324,43
15140,309575,43
15270,21786,43
27296,132400,43
32812,141775,43
32812,332402,43
61967,158074,43
190992,323520,43
196231,232488,43
199784,231473,43
248721,496160,43
282003,388273,43
285757,541828,43
299750,301024,43
300139,435551,43
302347,316047,43
310508,4625544,43
312962,414823,43
320027,435551,43
355153,457852,43
405007,461184,43
405007,577589,43
420190,622397,43
477634,1248503,43
4954957,5056091,43
5481998,5519113,43
5481998,5529861,43
55324,141775,42
132400,466115,42
132400,1024141,42
149912,824566,42
191358,342260,42
230247,323520,42
282275,355405,42
284598,292437,42
302927,314481,42
308072,381870,42
314091,316442,42
314468,362459,42
319447,402813,42
319471,336421,42
327845,352757,42
341235,464103,42
342260,5290396,42
343730,360625,42
345975,367337,42
349653,1750748,42
356107,388012,42
381205,639540,42
388273,541828,42
398221,405007,42
402813,420190,42
413224,577589,42
425077,490759,42
491688,620559,42
591915,601626,42
1737487,5046313,42
2828894,2843003,42
2834114,2843003,42
2843003,5519113,42
11382,496160,41
15433,97112,41
21786,332402,41
51396,166112,41
66736,294015,41
149912,265871,41
191342,248721,41
209278,321963,41
210593,216884,41
230247,309575,41
272078,420190,41
285144,322215,41
288543,447408,41
293422,473508,41
294812,306920,41
301908,349686,41
301908,420190,41
302927,535928,41
302957,1011783,41
317116,335870,41
323365,1045041,41
329236,461137,41
381870,1833620,41
413224,427693,41
477634,511954,41
477634,1114882,41
516583,641209,41
516583,1091799,41
2834114,5519113,41
3184451,6872379,41
3279908,4877006,41
15140,217478,40
15270,55324,40
21244,343433,40
29378,316917,40
142088,425077,40
149912,569032,40
169620,242257,40
171244,1823973,40
186259,217478,40
217478,321963,40
230247,321963,40
278339,285144,40
285027,1431188,40
285144,2788970,40
285733,296814,40
285733,323365,40
285757,396192,40
286258,413224,40
288543,300847,40
297327,1857589,40
301024,435551,40
302927,313801,40
302957,3394866,40
306920,505386,40
309205,320207,40
309645,473508,40
309645,3394866,40
310582,395392,40
310779,412474,40
313801,394512,40
322215,380716,40
325708,338710,40
325839,405007,40
341235,639540,40
393966,483551,40
394927,441325,40
397237,472410,40
405007,479137,40
477634,873466,40
516583,734139,40
562465,653349,40
1737487,4130162,40
2828894,5440893,40
2828894,5519113,40
2843003,5536746,40
3529915,5266635,40
4863665,5089217,40
11382,342260,39
21786,108567,39
83975,98921,39
96827,405007,39
108567,1129308,39
166361,309412,39
191358,579981,39
196231,209278,39
230247,231473,39
287502,1457418,39
287581,381870,39
295247,314481,39
300779,302347,39
302927,543182,39
308072,315016,39
312331,1889860,39
315546,327845,39
319805,1822816,39
322215,414823,39
323365,484958,39
323390,451809,39
332484,380716,39
336986,451412,39
355345,381870,39
361245,541828,39
420190,1857589,39
477634,862053,39
477634,1322898,39
516583,587829,39
562465,641209,39
847694,912985,39
2496120,4886439,39
2496120,5266635,39
2792991,2843003,39
2828894,2834114,39
3279908,4893277,39
3279908,5323560,39
5022980,5266635,39
1069,281416,38
9850,21786,38
9850,32812,38
11382,248721,38
11559,395034,38
15433,26396,38
15433,160480,38
24399,149898,38
41962,69472,38
141775,332402,38
142088,464103,38
166118,350004,38
209278,217478,38
215158,1828583,38
231473,232488,38
248721,579981,38
278110,349686,38
278955,306771,38
281416,316047,38
282003,300847,38
283602,402813,38
284788,334564,38
293170,360899,38
293422,296460,38
293422,431398,38
293764,399738,38
294812,505386,38
296460,305595,38
296814,420190,38
301908,388273,38
305595,309645,38
310384,366256,38
312962,431398,38
314481,366256,38
323390,1045041,38
332484,415522,38
334884,1841570,38
341235,513437,38
352574,461184,38
361245,1834901,38
363754,545324,38
393019,414823,38
405007,606711,38
458375,5266635,38
477634,486465,38
1445571,5022980,38
1450530,1654860,38
2843003,5529861,38
3279908,4917932,38
3279908,6222901,38
4954957,5326752,38
5326752,6374498,38
5481998,5517174,38
11382,310508,37
13351,346524,37
55324,332402,37
149912,1082721,37
149912,1495936,37
166112,300779,37
187711,1535340,37
191342,310508,37
202607,210385,37
230288,321963,37
232488,323520,37
248721,298670,37
248721,310508,37
249561,418055,37
278037,341235,37
278955,444158,37
279754,310329,37
282275,1654860,37
285733,297327,37
287502,319805,37
288543,327142,37
288543,456061,37
291543,339873,37
295598,360746,37
296460,399738,37
299614,414823,37
300139,420633,37
302927,2825600,37
305595,316917,37
306771,323277,37
320027,412474,37
327142,2172944,37
330452,345975,37
344789,393966,37
349630,477634,37
352574,461914,37
360625,444082,37
361245,535928,37
392071,2788970,37
399738,425077,37
444477,663982,37
458375,5022980,37
490759,494845,37
491688,1248503,37
516583,525382,37
562465,587829,37
562465,734139,37
1052267,1377591,37
2496120,6374498,37
2834114,5529861,37
2835715,5481998,37
3279908,5280748,37
4835998,5539414,37
4945115,5046313,37
4954957,5089217,37
11382,346524,36
13351,298670,36
15270,32812,36
29117,248721,36
41962,234022,36
41962,1020729,36
54334,560468,36
55324,108567,36
61967,96827,36
142088,296460,36
149912,1705421,36
149912,1753083,36
169620,1437385,36
191358,248721,36
191767,199784,36
191767,321963,36
199784,209957,36
199784,323520,36
210719,356431,36
217478,232488,36
231473,321963,36
272078,319447,36
278110,2788970,36
278341,332687,36
278955,319447,36
280308,285027,36
285733,341235,36
285754,298471,36
288372,355345,36
289581,4426217,36
